id,region,name,majors_in_icis_npdes,non_majors_in_icis_npdes,major_pollutant_loadings,non_major_pollutant_loadings,major_pollutant_loadings_percentage,non_majors_pollutant_loadings,major_pollutants_pounds,non_major_total_pollutants_pounds,major_toxic_weighted_pounds,non_major_toxic_weighted_pounds,date,
15,9,Hawaii,18,86,16,23,89,27,45491544,3512191,13075,3253,1/1/23,
16,10,Idaho,38,129,37,111,97,86,103997339,79461545643,14098,1744,1/1/23,
17,5,Illinois,267,1227,267,1147,100,93,691052571,432940262,3665893,176136,1/1/23,
18,5,Indiana,192,8314,192,1546,100,19,2000073040,170505169,872323,10353,1/1/23,
19,7,Iowa,141,1427,135,1121,96,79,115420928,47812529,156924,4782,1/1/23,
20,7,Kansas,61,1318,58,683,95,52,211996235,81079511,123331,5408,1/1/23,
21,4,Kentucky,139,1219,137,1200,99,98,459096213,390672549,3622368,30653,1/1/23,
22,6,Louisiana,244,1008,244,985,100,98,5429619299,14533708856,633427,395958723,1/1/23,
23,1,Maine,74,323,70,190,95,59,79843235,1249041,12659,2385,1/1/23,
24,9,Mariana Islands,2,3,2,2,100,67,616606,0,8,0,1/1/23,
25,3,Maryland,91,365,79,326,87,89,54350104,54598239,218539,11699,1/1/23,
26,1,Massachusetts,118,65,114,56,97,86,165589151,994844142,628075,33288,1/1/23,
27,5,Michigan,193,657,184,347,95,53,898194485,715566331,254763,193638,1/1/23,
28,5,Minnesota,102,539,99,314,97,58,2019664914,342458232,102482,16192,1/1/23,
29,4,Mississippi,91,1055,90,1002,99,95,56244613,191812570,88271,25624,1/1/23,
30,7,Missouri,177,2651,177,1889,100,71,1013936490,3.42664E+11,378767,541243295,1/1/23,
31,8,Montana,32,142,31,126,97,89,75151550,28608128,63479,2356964,1/1/23,
32,7,Nebraska,52,624,51,518,98,83,121412333,2368439894,51689,172370,1/1/23,
33,9,Nevada,15,82,10,68,67,83,717006461,20109111602,21039,22194972,1/1/23,
34,1,New Hampshire,46,22,46,21,100,95,168169591,705593,515601,8300,1/1/23,
35,2,New Jersey,130,335,130,299,100,89,348416179,24780648,127263,3543,1/1/23,
36,6,New Mexico,31,76,31,74,100,97,151712247,11934848,55936988,17295,1/1/23,
37,2,New York,312,1340,308,1059,99,79,958850070,3957191391,1071798,289697,1/1/23,
38,4,North Carolina,223,1151,213,832,96,72,226374307,4049252800,62011,81791,1/1/23,
39,8,North Dakota,23,81,23,78,100,96,155856751,32049412,70430,41790,1/1/23,
40,5,Ohio,284,3003,283,2932,100,98,4058021367,1320970562,101147,80815,1/1/23,
41,6,Oklahoma,106,342,104,340,98,99,2640327078,757110036,222061,13377,1/1/23,
42,10,Oregon,73,269,65,240,89,89,169807080,21645124,41620,15025,1/1/23,
43,3,Pennsylvania,395,7521,390,3502,99,47,7062038041,4547410922,19705877,1497610,1/1/23,
44,2,Puerto Rico,64,135,64,133,100,99,2620385380,14154464,125178,2710,1/1/23,
45,1,Rhode Island,23,46,23,40,100,87,16890723,8406518,73713,1410,1/1/23,
46,4,South Carolina,160,528,156,220,98,42,174386766,4406346,105364,273512,1/1/23,
47,8,South Dakota,23,226,23,199,100,88,25027330,44882225,8468,1533,1/1/23,
48,4,Tennessee,163,890,162,742,99,83,1318243095,75739942,730667,205783,1/1/23,
49,6,Texas,730,2840,693,2127,95,75,13545557885,952270746,1214643,1090427,1/1/23,
50,8,Utah,42,175,40,94,95,54,511121861,171351939,243752,15130,1/1/23,
51,1,Vermont,34,299,33,139,97,46,12314137,28633321,14520,2896,1/1/23,
52,2,Virgin Islands,7,57,7,53,100,93,2351849,1737790537,831,2830,1/1/23,
53,3,Virginia,150,1015,138,898,92,88,406497149,137534814,201029,58650,1/1/23,
54,10,Washington,76,373,51,185,67,50,514244,2154657,182,326,1/1/23,
55,3,West Virginia,86,1906,85,1658,99,87,526823961,4907018705,1026540,3229875,1/1/23,
56,5,Wisconsin,122,1141,120,596,98,52,158587291,178185113,22169,4962,1/1/23,
57,8,Wyoming,24,563,24,485,100,86,50582478,882184479,1440,16989083,1/1/23,
0,4,Alabama,176,1138,175,989,99,87,707955688,942160215,309381,185304,1/1/24,
1,10,Alaska,40,52,38,36,95,69,830036140,7024614,35424,248,1/1/24,
2,9,American Samoa,4,2,3,2,75,100,3717040,32511,88442,6,1/1/24,
3,9,Arizona,73,89,65,87,89,98,643755352,21080986,162420,382,1/1/24,
4,6,Arkansas,115,680,115,675,100,99,521777202,39898096,159140,78904,1/1/24,
5,9,California,225,183,211,163,94,89,3184774468,248713651,2470016,2677886,1/1/24,
6,8,Colorado,123,419,117,263,95,63,427864993,360574876,326270,14964,1/1/24,
7,1,Connecticut,84,66,84,59,100,89,37711771,36868165,789319,290501,1/1/24,
8,3,Delaware,14,32,13,27,93,84,13194213,277768,315549,1058,1/1/24,
9,3,District Of Columbia,4,6,4,4,100,67,8618591,868384,4848,1374,1/1/24,
10,4,Florida,400,251,166,218,42,87,6910137400,189823882,633106,61336,1/1/24,
11,4,Georgia,208,503,204,420,98,83,211382942,44180155,162924,4546,1/1/24,
12,9,Guam,4,8,4,6,100,75,2729050,1890501,852,12383,1/1/24,
13,6,Gulf Of Mexico,,1,,0,,0,,,,,1/1/24,
14,4,Gulf Of Mexico East,,1,,0,,0,,,,,1/1/24,
15,9,Hawaii,18,62,16,23,89,37,42004443,1733025,1907,1512,1/1/24,
16,10,Idaho,38,131,37,112,97,85,117872969,1.56072E+11,13317,1373,1/1/24,
17,5,Illinois,267,1224,267,1147,100,94,701017150,377205619,1467190,99547,1/1/24,
18,5,Indiana,192,6705,192,1541,100,23,1080896674,97186959,523128,21486,1/1/24,
19,7,Iowa,139,1422,136,1123,98,79,126560943,173783770,73109,52377,1/1/24,
20,7,Kansas,61,1317,58,684,95,52,224956133,259464296,51456,4305,1/1/24,
21,4,Kentucky,137,1198,135,1172,99,98,168740480,131543944,3315608,58215,1/1/24,
22,6,Louisiana,244,1002,244,971,100,97,4184328169,11136491084,7209116,101045779,1/1/24,
23,1,Maine,74,323,70,189,95,59,89472533,1156190,11088,2076,1/1/24,
24,9,Mariana Islands,2,3,2,2,100,67,134351,0,0,0,1/1/24,
25,3,Maryland,90,359,78,318,87,89,48709510,48098143,68464785,1022127,1/1/24,
26,1,Massachusetts,86,61,81,52,94,85,167848908,1270047115,1110202,27694,1/1/24,
27,5,Michigan,192,671,182,345,95,51,1146358277,831720792,1205288,333982,1/1/24,
28,5,Minnesota,101,516,98,319,97,62,2707596281,405457015,8774292,14273,1/1/24,
29,4,Mississippi,90,1065,89,989,99,93,56412666,34307538,55332,11622,1/1/24,
30,7,Missouri,177,2629,177,1828,100,70,601938186,6285739293,159007,40637814,1/1/24,
31,8,Montana,32,143,30,126,94,88,86202147,72796395,9755,38154,1/1/24,
32,7,Nebraska,52,622,51,515,98,83,151763451,3377143201,1152572,115995,1/1/24,
33,9,Nevada,15,83,10,68,67,82,683557249,73678139,27739,9844,1/1/24,
34,1,New Hampshire,40,18,40,16,100,89,118948405,856224,36790,23559,1/1/24,
35,2,New Jersey,130,329,130,290,100,88,375967998,20952357,153742,11929,1/1/24,
36,6,New Mexico,31,76,31,74,100,97,159064407,12509764,89452,50386,1/1/24,
37,2,New York,313,1478,309,1057,99,72,959860504,210711702,1222658,2528353,1/1/24,
38,4,North Carolina,223,1139,213,818,96,72,232847093,1518598987,108065,34089,1/1/24,
39,8,North Dakota,23,82,23,78,100,95,117908832,18108968,12050,15925,1/1/24,
40,5,Ohio,284,2978,283,2905,100,98,3785686034,995186082,110243,24033,1/1/24,
41,6,Oklahoma,105,330,103,328,98,99,2738838633,1137280025,164913,15230,1/1/24,
42,10,Oregon,73,268,65,237,89,88,100123897,24664952,47300,16678,1/1/24,
43,3,Pennsylvania,393,7790,389,3488,99,45,2099340992,4372593930,1190146,856407,1/1/24,
44,2,Puerto Rico,62,133,62,131,100,98,2958577272,98421000,118431,11181,1/1/24,
45,1,Rhode Island,23,46,23,39,100,85,18259599,2420150,66465,2052,1/1/24,
46,4,South Carolina,160,570,156,217,98,38,137990908,4179468,6152106,67831,1/1/24,
47,8,South Dakota,23,226,23,198,100,88,23298100,48452094,6534,1382,1/1/24,
48,4,Tennessee,162,877,161,752,99,86,1329689216,76989117,580516,93420,1/1/24,
49,6,Texas,730,2894,690,2141,95,74,13272323993,3407165884,1867123,978573,1/1/24,
50,8,Utah,42,179,40,97,95,54,455307363,74229653,443027,4500,1/1/24,
51,1,Vermont,34,312,33,141,97,45,15338075,1020158,13177,2556,1/1/24,
52,2,Virgin Islands,7,55,7,52,100,95,2651889,26941622,277,970,1/1/24,
53,3,Virginia,150,1004,137,864,91,86,347549969,249509658,108423,8899,1/1/24,
54,10,Washington,76,371,49,171,64,46,659510,1248189,3193,320,1/1/24,
55,3,West Virginia,86,1860,86,1606,100,86,613519828,997121421,80577872,652652,1/1/24,
56,5,Wisconsin,119,1136,118,580,99,51,159364065,30101080,20811,2007,1/1/24,
57,8,Wyoming,24,532,24,445,100,84,25910658,624000960,975,16252248,1/1/24,
0,4,Alabama,176,1117,157,880,89,79,0,0,0,0,1/1/25,
1,10,Alaska,40,53,26,29,65,55,0,0,0,0,1/1/25,
2,9,American Samoa,4,2,3,2,75,100,0,0,0,0,1/1/25,
3,9,Arizona,73,86,59,77,81,90,0,0,0,0,1/1/25,
4,6,Arkansas,115,674,102,591,89,88,0,0,0,0,1/1/25,
5,9,California,224,178,171,108,76,61,0,0,0,0,1/1/25,
6,8,Colorado,122,407,50,69,41,17,0,0,0,0,1/1/25,
7,1,Connecticut,84,66,70,30,83,45,0,0,0,0,1/1/25,
8,3,Delaware,14,28,9,15,64,54,0,0,0,0,1/1/25,
9,3,District Of Columbia,4,5,4,2,100,40,0,0,0,0,1/1/25,
10,4,Florida,399,249,134,194,34,78,0,0,0,0,1/1/25,
11,4,Georgia,206,497,165,305,80,61,0,0,0,0,1/1/25,
12,9,Guam,4,8,3,4,75,50,,0,,0,1/1/25,
13,6,Gulf Of Mexico,,1,,0,,0,,,,,1/1/25,
14,4,Gulf Of Mexico East,,1,,0,,0,,,,,1/1/25,
15,9,Hawaii,17,48,13,19,76,40,0,0,0,0,1/1/25,
16,10,Idaho,38,130,27,89,71,68,0,0,0,0,1/1/25,
17,5,Illinois,267,1196,242,964,91,81,0,0,0,0,1/1/25,
18,5,Indiana,192,5982,186,1382,97,23,0,0,0,0,1/1/25,
19,7,Iowa,137,1415,129,943,94,67,0,0,0,0,1/1/25,
20,7,Kansas,61,1294,53,602,87,47,0,0,0,0,1/1/25,
21,4,Kentucky,137,1146,128,944,93,82,0,0,0,0,1/1/25,
22,6,Louisiana,243,990,180,817,74,83,0,0,0,0,1/1/25,
23,1,Maine,74,317,62,132,84,42,0,0,0,0,1/1/25,
24,9,Mariana Islands,2,3,2,0,100,0,0,,0,,1/1/25,
25,3,Maryland,88,356,70,255,80,72,0,0,0,0,1/1/25,
26,1,Massachusetts,77,59,62,22,81,37,0,0,0,0,1/1/25,
27,5,Michigan,192,670,149,245,78,37,0,0,0,0,1/1/25,
28,5,Minnesota,101,509,79,265,78,52,0,0,0,0,1/1/25,
29,4,Mississippi,90,1050,82,940,91,90,0,0,0,0,1/1/25,
30,7,Missouri,175,2570,147,1328,84,52,0,0,0,0,1/1/25,
31,8,Montana,31,141,21,82,68,58,0,0,0,0,1/1/25,
32,7,Nebraska,52,619,46,466,88,75,0,0,0,0,1/1/25,
33,9,Nevada,15,81,7,31,47,38,0,0,0,0,1/1/25,
34,1,New Hampshire,40,17,32,7,80,41,0,0,0,0,1/1/25,
35,2,New Jersey,128,326,117,144,91,44,0,0,0,0,1/1/25,
36,6,New Mexico,31,74,26,61,84,82,0,0,0,0,1/1/25,
37,2,New York,311,1485,228,908,73,61,0,0,0,0,1/1/25,
38,4,North Carolina,223,1114,183,631,82,57,0,0,0,0,1/1/25,
39,8,North Dakota,23,81,23,73,100,90,0,0,0,0,1/1/25,
40,5,Ohio,284,2934,254,2622,89,89,0,0,0,0,1/1/25,
41,6,Oklahoma,105,327,95,313,90,96,0,0,0,0,1/1/25,
42,10,Oregon,73,266,53,155,73,58,0,0,0,0,1/1/25,
43,3,Pennsylvania,391,7473,326,2674,83,36,0,0,0,0,1/1/25,
44,2,Puerto Rico,62,130,51,121,82,93,0,0,0,0,1/1/25,
45,1,Rhode Island,23,44,21,15,91,34,0,0,0,0,1/1/25,
46,4,South Carolina,160,511,108,86,68,17,0,0,0,0,1/1/25,
47,8,South Dakota,23,221,21,153,91,69,0,0,0,0,1/1/25,
48,4,Tennessee,162,861,153,706,94,82,0,0,0,0,1/1/25,
49,6,Texas,729,2869,616,1906,84,66,0,0,0,0,1/1/25,
50,8,Utah,42,178,40,87,95,49,0,0,0,0,1/1/25,
51,1,Vermont,34,305,31,74,91,24,0,0,0,0,1/1/25,
52,2,Virgin Islands,7,55,1,17,14,31,,0,,0,1/1/25,
53,3,Virginia,149,993,109,680,73,68,0,0,0,0,1/1/25,
54,10,Washington,71,359,41,149,58,42,0,0,0,0,1/1/25,
55,3,West Virginia,86,1838,76,1422,88,77,0,0,0,0,1/1/25,
56,5,Wisconsin,119,1136,88,438,74,39,0,0,0,0,1/1/25,
57,8,Wyoming,24,503,21,347,88,69,0,0,0,0,1/1/25,
